,Unnamed: 0,SHS_ID,PRIORITY_DEC,WELCHOL_DECILE,NEW_SEGMENT,YEARMONTH,WEL_TOTAL_TMOT,NRx,TRx,EMAIL_OPEN,EMAIL_SEND,PDEs,Calls,DSI_SAMPLES,CSS_Samples,total_paid,Copay_card,paid_copay,tmot_supplied,WELCHOL_KICKER_FLAG,WELCHOL_90_DAYS_RX_FLAG,sales_contest,NRx_1,NRx_2,NRx_3,NRx_4,PDE_1,PDE_2,PDE_transformed,DSI_SAMPLES_transformed,CSS_Samples_transformed,tmot_supplied_transformed,PDE_transformed_with_lags
367,368,186287,LOW,0,LV - LR,201604,0.0,0,0,0,0,1.5,3,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.5,0.0,0.527633447258985,0.0,0.0,0.0,0.622807646436843
368,369,186287,LOW,0,LV - LR,201605,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.5,1.5,0.221199216928595,0.0,0.0,0.0,0.4230501896195129
369,370,186287,LOW,0,LV - LR,201606,0.0,0,0,0,1,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,1.5,0.393469340287367,0.0,0.0,0.0,0.47795422323898396
370,371,186287,LOW,0,LV - LR,201607,0.0,0,0,0,1,1.0,2,4,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.5,0.393469340287367,0.8646647167633871,0.0,0.0,0.490843579392451
371,372,186287,LOW,0,LV - LR,201608,0.0,0,0,0,1,1.5,3,0,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.527633447258985,0.0,0.0,0.0,0.613258976545499
372,373,186287,LOW,0,LV - LR,201609,0.0,0,0,0,1,1.5,3,0,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,1.5,1.0,0.527633447258985,0.0,0.0,0.0,0.641203534594048
373,374,186287,LOW,0,LV - LR,201610,0.0,0,0,0,0,1.5,3,0,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,1.5,1.5,0.527633447258985,0.0,0.0,0.0,0.650062250888845
374,375,186287,LOW,0,LV - LR,201611,0.0,0,0,0,1,2.0,4,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.5,1.5,0.632120558828558,0.0,0.0,0.0,0.7274682069659871
375,376,186287,LOW,0,LV - LR,201612,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.31271072120902804
376,377,186287,LOW,0,LV - LR,201701,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0951625819640405
377,378,186287,LOW,0,LV - LR,201702,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,379,186287,LOW,0,LV - LR,201703,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,380,186287,LOW,0,LV - LR,201704,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,381,186287,LOW,0,LV - LR,201705,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,382,186287,LOW,0,LV - LR,201706,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,383,186287,LOW,0,LV - LR,201707,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,384,186287,LOW,0,LV - LR,201708,0.0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,385,189119,MEDIUM,6,HV - LR,201509,4.07200004160404,2,4,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
385,386,189119,MEDIUM,6,HV - LR,201510,1.50000001490116,0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,
386,387,189119,MEDIUM,6,HV - LR,201511,5.572000116109849,4,4,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,388,189119,MEDIUM,6,HV - LR,201512,5.57100011408329,1,4,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,4.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,389,189119,MEDIUM,6,HV - LR,201601,1.5,0,2,0,0,0.0,0,0,0,192.300003051758,2,50.0,4.0,0,0,0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9999991684712809,0.0
389,390,189119,MEDIUM,6,HV - LR,201602,5.14300012588501,1,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,391,189119,MEDIUM,6,HV - LR,201603,6.00000001490116,3,5,0,0,0.0,0,0,0,101.0,1,24.0,3.0,0,0,0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.9999724635506501,0.0
391,392,189119,MEDIUM,6,HV - LR,201604,6.92800010740757,3,6,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,393,189119,MEDIUM,6,HV - LR,201605,4.28500011563301,2,3,0,0,0.0,0,0,0,116.0,2,49.0,4.0,0,0,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999991684712809,0.0
393,394,189119,MEDIUM,6,HV - LR,201606,4.28500011563301,0,3,0,0,0.0,0,0,0,15.0,1,25.0,1.0,0,0,0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9698026165776821,0.0
394,395,189119,MEDIUM,6,HV - LR,201607,0.42800000309944203,0,2,0,0,0.0,0,0,0,15.0,1,25.0,1.0,0,1,1,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9698026165776821,0.0
395,396,189119,MEDIUM,6,HV - LR,201608,5.57100011408329,1,4,0,0,0.0,0,0,0,15.0,1,25.0,1.0,0,1,1,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9698026165776821,0.0
396,397,189119,MEDIUM,6,HV - LR,201609,4.07100011408329,1,2,0,0,0.0,0,0,0,30.0,2,50.0,2.0,0,1,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.999088118034446,0.0
397,398,189119,MEDIUM,6,HV - LR,201610,4.28499984741211,2,3,0,0,1.0,2,0,0,0.0,0,0.0,0.0,0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.393469340287367,0.0,0.0,0.0,0.393469340287367
398,399,189119,MEDIUM,6,HV - LR,201611,4.49899984896183,1,4,0,0,1.5,3,0,0,0.0,0,0.0,0.0,0,0,0,2.0,1.0,1.0,0.0,1.0,0.0,0.527633447258985,0.0,0.0,0.0,0.593430340259401
399,400,189119,MEDIUM,6,HV - LR,201612,4.07100011408329,0,2,0,1,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,1.0,2.0,1.0,1.0,1.5,1.0,0.393469340287367,0.0,0.0,0.0,0.539296219001034
400,401,189119,MEDIUM,6,HV - LR,201701,0.42800000309944203,0,2,0,0,1.5,3,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,2.0,1.0,1.0,1.5,0.527633447258985,0.0,0.0,0.0,0.622807646436843
401,402,189119,MEDIUM,6,HV - LR,201702,7.92800022661686,2,3,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,2.0,1.5,1.0,0.221199216928595,0.0,0.0,0.0,0.408444635633185
402,403,189119,MEDIUM,6,HV - LR,201703,0.6429999917745589,1,2,0,1,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,2.0,0.0,0.0,1.0,0.5,1.5,0.221199216928595,0.0,0.0,0.0,0.329679953964361
403,404,189119,MEDIUM,6,HV - LR,201704,0.857000008225441,1,3,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0951625819640405
404,405,189119,MEDIUM,6,HV - LR,201705,4.07100011408329,0,2,0,1,2.0,2,8,0,0.0,0,0.0,0.0,0,0,0,1.0,1.0,2.0,0.0,0.0,0.5,0.632120558828558,0.981684361111266,0.0,0.0,0.641203534594048
405,406,189119,MEDIUM,6,HV - LR,201706,0.42800000309944203,0,2,0,1,2.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,1.0,2.0,2.0,0.0,0.632120558828558,0.0,0.0,0.0,0.7274682069659871
406,407,189119,MEDIUM,6,HV - LR,201707,0.21400000154972101,0,1,0,1,2.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,2.0,2.0,0.632120558828558,0.0,0.0,0.0,0.753403036058394
407,408,189119,MEDIUM,6,HV - LR,201708,4.07100011408329,1,2,0,2,2.0,2,8,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0,0.632120558828558,0.981684361111266,0.0,0.0,0.753403036058394
408,409,189417,,0,LV - LR,201509,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
409,410,189417,,0,LV - LR,201510,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
410,411,189417,,0,LV - LR,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,412,189417,,0,LV - LR,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,413,189417,,0,LV - LR,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,414,189417,,0,LV - LR,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,415,189417,,0,LV - LR,201603,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,416,189417,,0,LV - LR,201604,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,417,189417,,0,LV - LR,201605,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,418,189417,,0,LV - LR,201606,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,419,189417,,0,LV - LR,201607,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,420,189417,,0,LV - LR,201608,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,421,189417,,0,LV - LR,201609,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
421,422,189417,,0,LV - LR,201610,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0722565136714471
422,423,189417,,0,LV - LR,201611,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.221199216928595,0.0,0.0,0.0,0.240427876775032
423,424,189417,,0,LV - LR,201612,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0722565136714471
424,425,189417,,0,LV - LR,201701,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
425,426,189417,,0,LV - LR,201702,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,427,189417,,0,LV - LR,201703,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
427,428,189417,,0,LV - LR,201704,0.0,0,0,0,0,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.393469340287367,0.0,0.0,0.0,0.43729513119304403
428,429,189417,,0,LV - LR,201705,0.0,0,0,0,0,1.0,2,1,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.5,0.393469340287367,0.393469340287367,0.0,0.0,0.490843579392451
429,430,189417,,0,LV - LR,201706,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.181269246922018
430,431,189417,,0,LV - LR,201707,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048770575499286
431,432,189417,,0,LV - LR,201708,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,433,191824,MEDIUM,7,Writer not called,201509,1.0,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
433,434,191824,MEDIUM,7,Writer not called,201510,4.5,0,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,
434,435,191824,MEDIUM,7,Writer not called,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,436,191824,MEDIUM,7,Writer not called,201512,2.57100009918213,0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,437,191824,MEDIUM,7,Writer not called,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,438,191824,MEDIUM,7,Writer not called,201602,1.28600001335144,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,439,191824,MEDIUM,7,Writer not called,201603,0.0,0,0,0,0,1.0,2,4,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.393469340287367,0.8646647167633871,0.0,0.0,0.393469340287367
439,440,191824,MEDIUM,7,Writer not called,201604,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.221199216928595,0.0,0.0,0.0,0.329679953964361
440,441,191824,MEDIUM,7,Writer not called,201605,3.85700011253357,2,2,0,0,0.0,0,0,0,125.0,1,176.139999389648,3.0,0,0,0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.9999724635506501,0.11750309741540499
441,442,191824,MEDIUM,7,Writer not called,201606,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
442,443,191824,MEDIUM,7,Writer not called,201607,1.28600001335144,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,444,191824,MEDIUM,7,Writer not called,201608,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,445,191824,MEDIUM,7,Writer not called,201609,2.57100009918213,0,1,0,0,0.0,0,0,0,125.0,1,176.139999389648,3.0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9999724635506501,0.0
445,446,191824,MEDIUM,7,Writer not called,201610,3.28600001335144,3,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,447,191824,MEDIUM,7,Writer not called,201611,5.57200002670288,0,5,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,448,191824,MEDIUM,7,Writer not called,201612,9.857000201940538,3,6,0,0,0.0,0,0,0,125.0,1,176.139999389648,3.0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999724635506501,0.0
448,449,191824,MEDIUM,7,Writer not called,201701,3.5720000267028795,0,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,450,191824,MEDIUM,7,Writer not called,201702,1.28600001335144,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,451,191824,MEDIUM,7,Writer not called,201703,0.64300000667572,1,1,0,0,0.0,0,0,0,62.5,1,25.0,1.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698026165776821,0.0
451,452,191824,MEDIUM,7,Writer not called,201704,4.85700011253357,3,3,0,0,0.0,0,0,0,298.899993896484,1,24.0,3.0,0,0,0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9999724635506501,0.0
452,453,191824,MEDIUM,7,Writer not called,201705,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,454,191824,MEDIUM,7,Writer not called,201706,3.5720000267028795,1,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,455,191824,MEDIUM,7,Writer not called,201707,3.85700011253357,0,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,456,191824,MEDIUM,7,Writer not called,201708,1.28600001335144,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,457,195425,MEDIUM,0,LV - LR,201509,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
457,458,195425,MEDIUM,0,LV - LR,201510,1.28600001335144,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
458,459,195425,MEDIUM,0,LV - LR,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,460,195425,MEDIUM,0,LV - LR,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,461,195425,MEDIUM,0,LV - LR,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,462,195425,MEDIUM,0,LV - LR,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,463,195425,MEDIUM,0,LV - LR,201603,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,464,195425,MEDIUM,0,LV - LR,201604,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,465,195425,MEDIUM,0,LV - LR,201605,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,466,195425,MEDIUM,0,LV - LR,201606,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,467,195425,MEDIUM,0,LV - LR,201607,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,468,195425,MEDIUM,0,LV - LR,201608,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
468,469,195425,MEDIUM,0,LV - LR,201609,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0722565136714471
469,470,195425,MEDIUM,0,LV - LR,201610,0.0,0,0,0,1,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.393469340287367,0.0,0.0,0.0,0.408444635633185
470,471,195425,MEDIUM,0,LV - LR,201611,0.0,0,0,0,1,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.393469340287367,0.0,0.0,0.0,0.47795422323898396
471,472,195425,MEDIUM,0,LV - LR,201612,0.0,0,0,0,2,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.393469340287367,0.0,0.0,0.0,0.503414696208591
472,473,195425,MEDIUM,0,LV - LR,201701,0.0,0,0,0,1,1.5,3,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.527633447258985,0.0,0.0,0.0,0.613258976545499
473,474,195425,MEDIUM,0,LV - LR,201702,0.0,0,0,0,2,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.5,1.0,0.393469340287367,0.0,0.0,0.0,0.539296219001034
474,475,195425,MEDIUM,0,LV - LR,201703,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.20148378124062302
475,476,195425,MEDIUM,0,LV - LR,201704,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048770575499286
476,477,195425,MEDIUM,0,LV - LR,201705,0.0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,478,195425,MEDIUM,0,LV - LR,201706,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,479,195425,MEDIUM,0,LV - LR,201707,0.0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,480,195425,MEDIUM,0,LV - LR,201708,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,481,197933,LOW,0,LV - LR,201509,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
481,482,197933,LOW,0,LV - LR,201510,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
482,483,197933,LOW,0,LV - LR,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,484,197933,LOW,0,LV - LR,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,485,197933,LOW,0,LV - LR,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,486,197933,LOW,0,LV - LR,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,487,197933,LOW,0,LV - LR,201603,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,488,197933,LOW,0,LV - LR,201604,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,489,197933,LOW,0,LV - LR,201605,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
